Date,Open,High,Low,Close,Adj Close,Volume
2007-05-19,15.758572,16.428572,15.721429,16.231428,14.089542,910999600
2007-05-26,16.350000,17.452858,16.098572,16.914286,14.682289,1076616800
2007-06-02,16.947144,18.230000,16.842857,17.784286,15.437490,1519115500
2007-06-09,18.000000,18.021429,16.485714,17.214285,14.942704,1701665700
2007-06-16,17.611429,17.882856,17.245714,17.571428,15.252719,1062516000
2007-06-23,17.741428,17.870001,16.959999,17.434286,15.133670,1315272700
2007-06-30,17.292856,19.048571,17.042856,18.900000,16.405973,1121272600
2007-07-07,18.911428,19.692858,18.401428,19.675714,17.079321,1171203600
2007-07-14,19.770000,20.597143,19.434286,20.535715,17.825836,1075898600
2007-07-21,20.472857,21.274286,19.164286,20.549999,17.838240,1918923300
2007-07-28,20.618572,20.778572,18.252857,18.835714,16.350168,1537842600
2007-08-04,18.985714,19.605715,17.185715,17.857143,15.500731,1304837100
2007-08-11,18.331429,18.478571,15.945714,17.437143,15.136150,1386630700
2007-08-18,17.708570,19.338572,17.214285,19.328571,16.777990,1236700500
2007-08-25,19.055714,19.950001,18.090000,19.782858,17.172327,1341533900
2007-09-01,19.991428,20.834286,18.571428,18.824286,16.340248,1744225700
2007-09-08,19.570000,19.914286,19.107143,19.830000,17.213249,1186494400
2007-09-15,19.855715,20.664286,19.657143,20.592857,17.875433,1178765700
2007-09-22,20.961428,22.142857,20.950001,21.924286,19.031176,1123320100
2007-09-29,22.090000,23.082857,21.847143,23.064285,20.020742,980521500
2007-10-06,23.355715,24.554285,21.887142,23.892857,20.739975,1309993300
2007-10-13,23.997143,24.947144,23.357143,24.345715,21.133072,1347207400
2007-10-20,24.335714,26.942858,24.280001,26.385714,22.903879,1603406000
2007-10-27,26.492857,27.160000,25.714285,26.838572,23.296978,1030107400
2007-11-03,26.469999,27.525715,23.601429,23.624287,20.506842,1542497600
2007-11-10,23.611429,25.367144,21.518572,23.770000,20.633329,1957146100
2007-11-17,23.728571,24.621429,23.157143,24.505714,21.271959,1095409700
2007-11-24,24.798571,26.814285,24.287144,26.031429,22.596344,1503106500
2007-12-01,25.980000,27.855715,25.284286,27.757143,24.094334,1148387100
2007-12-08,27.655714,28.118572,26.537144,27.198572,23.609470,1149473500
2007-12-15,27.245714,27.701429,25.514286,27.701429,24.045977,1210698300
2007-12-22,27.861429,28.994286,27.827143,28.547142,24.780088,669777500
2007-12-29,28.500000,28.642857,25.555714,25.721428,22.327251,979102600
2008-01-05,25.892857,26.228571,24.042856,24.670000,21.414568,2031288000
2008-01-12,25.360001,25.631428,22.385714,23.051428,20.009575,2284944200
2008-01-19,21.151428,22.854286,18.020000,18.572857,16.121998,2342082400
2008-01-26,18.308571,19.521429,18.064285,19.107143,16.585785,1543574200
2008-02-02,19.172857,19.414286,16.752857,17.925714,15.560250,1763213200
2008-02-09,18.287144,18.714285,17.660000,17.804285,15.454845,1312836000
2008-02-16,17.998571,18.107143,16.552856,17.065714,14.813738,1110119500
2008-02-23,16.941429,18.885714,16.491428,17.860001,15.503209,1777633900
2008-03-01,17.777143,18.214285,16.857143,17.464285,15.159713,1826106100
2008-03-08,17.425714,18.614286,17.052856,18.087143,15.700379,1410476200
2008-03-15,17.507143,19.184286,17.507143,19.038572,16.526253,1049260800
2008-03-22,19.144285,20.820000,19.091429,20.430000,17.734077,1253959000
2008-03-29,20.467142,22.101429,20.360001,21.868572,18.982815,1187896500
2008-04-05,22.304285,22.812857,20.914286,21.020000,18.246218,1302964600
2008-04-12,20.967142,23.180000,20.648571,23.005714,19.969900,1017482900
2008-04-19,23.172857,24.442858,22.584286,24.247143,21.047510,1667864100
2008-04-26,24.250000,25.988571,24.161428,25.848572,22.437620,1189968500
2008-05-03,25.988571,26.885714,25.791430,26.207144,22.748863,1125679800
2008-05-10,26.458570,27.462856,26.121429,26.802856,23.265972,1049400100
2008-05-17,26.837143,26.955715,24.571428,25.881428,22.466135,1296745100
2008-05-24,26.107143,27.077143,25.977142,26.964285,23.406101,697813900
2008-05-31,26.942858,27.135714,26.048571,26.520000,23.020443,969803100
2008-06-07,26.398571,26.682858,23.615715,24.624287,21.374886,1661293900
2008-06-14,24.471428,26.048571,24.152857,25.038572,21.734507,1110792900
2008-06-21,24.962856,25.547142,23.450001,24.298571,21.092154,956009600
2008-06-28,24.312857,25.350000,23.428572,24.302856,21.095869,789089700
2008-07-05,24.737143,25.844286,24.428572,24.654285,21.400925,1093804600
2008-07-12,25.605715,25.614286,23.571428,23.592857,20.479557,1074957100
2008-07-19,23.842857,24.052856,20.932858,23.160000,20.103821,1443771700
2008-07-26,23.191429,23.209999,21.950001,22.379999,19.426752,843026100
2008-08-02,22.371429,24.235714,21.844286,24.221428,21.025188,864669400
2008-08-09,24.295713,25.778572,24.238571,25.105715,21.792789,997370500
2008-08-16,25.081429,25.401428,24.544285,25.255714,21.922987,663631500
2008-08-23,25.164286,25.178572,24.148571,24.218571,21.022715,609607600
2008-08-30,24.628571,24.785715,22.521429,22.882856,19.863253,761467000
2008-09-06,23.510000,23.555714,20.857143,21.277143,18.469431,1257077500
2008-09-13,20.290001,21.098572,17.240000,20.129999,17.473660,1607013800
2008-09-20,19.991428,20.035715,17.571428,18.320000,15.902511,1329147400
2008-09-27,17.088572,17.097143,13.521428,13.867143,12.037247,2362246600
2008-10-04,13.137143,14.500000,12.142858,13.828571,12.003769,2507653400
2008-10-11,14.935715,16.628571,12.270000,13.914286,12.078171,2211748700
2008-10-18,14.254286,14.464286,12.872857,13.768572,11.951683,2314281900
2008-10-25,13.581429,16.027143,13.122857,15.370000,13.341786,2022932100
2008-11-01,15.132857,15.970000,13.674286,14.034286,12.182336,1531850600
2008-11-08,14.310000,14.342857,12.288571,12.891429,11.190287,1696672600
2008-11-15,12.640000,13.082857,11.305715,11.797143,10.240401,1707552000
2008-11-22,12.172857,13.607142,12.120000,13.238571,11.491624,968790200
2008-11-29,13.042857,13.747143,12.357142,13.428572,11.656549,1386583800
2008-12-06,13.897142,14.800000,13.218572,14.038571,12.186051,1352119300
2008-12-13,13.712857,13.782857,12.574286,12.857142,11.160526,1234615200
2008-12-20,12.860000,12.861428,12.078571,12.258572,10.640942,514857700
2008-12-27,12.360000,13.005714,12.102858,12.964286,11.253528,751789500
2009-01-03,13.310000,13.881429,12.862857,12.940000,11.232448,1111078500
2009-01-10,12.922857,12.998571,11.435715,11.761429,10.209399,1329259400
2009-01-17,11.704286,12.857142,11.171429,12.622857,10.957154,1045620800
2009-01-24,12.694285,13.571428,12.614285,12.875714,11.176645,853972700
2009-01-31,12.728572,14.285714,12.700000,14.245714,12.365862,850608500
2009-02-07,14.285714,14.714286,13.681429,14.165714,12.296419,916302800
2009-02-14,13.838572,13.862857,12.714286,13.028571,11.309332,759034500
2009-02-21,13.092857,13.274285,12.358571,12.758572,11.074958,940916900
2009-02-28,12.588572,13.252857,11.761429,12.185715,10.577699,988680000
2009-03-07,12.025714,13.885715,11.795714,13.704286,11.895880,939638700
2009-03-14,13.790000,14.782857,13.454286,14.512857,12.597752,893923800
2009-03-21,14.672857,15.711429,14.535714,15.264286,13.250024,765688000
2009-03-28,14.930000,16.590000,14.658571,16.570000,14.383436,777714000
2009-04-04,16.420000,17.142857,16.182858,17.081429,14.827376,545258000
2009-04-11,17.144285,17.750000,16.537144,17.631428,15.304796,586920600
2009-04-18,17.389999,18.171429,16.942858,17.700001,15.364325,840459900
2009-04-25,17.557142,18.278572,17.522858,18.177143,15.778499,572665800
2009-05-02,18.320000,19.071428,18.037144,18.455715,16.020313,620223100
2009-05-09,18.195715,18.708570,17.054285,17.488571,15.180794,606376400
2009-05-16,17.675714,18.472857,17.367144,17.500000,15.190715,481448100
2009-05-23,17.822857,19.414286,17.792856,19.401428,16.841228,556859100
2009-05-30,19.495714,20.914286,19.428572,20.667143,17.939924,664318200
2009-06-06,20.545713,20.651428,19.434286,19.567142,16.985075,846287400
2009-06-13,19.430000,19.928572,19.218571,19.925714,17.296333,693876400
2009-06-20,20.095715,20.508572,18.982857,20.348572,17.663389,713951000
2009-06-27,20.494286,20.665714,19.969999,20.002857,17.363295,446624500
2009-07-04,19.814285,19.954287,19.202858,19.788572,17.177294,581128800
2009-07-11,19.934286,21.717142,19.647142,21.678572,18.817886,578015200
2009-07-18,21.895714,22.857143,21.392857,22.855715,19.839697,862434300
2009-07-25,22.881428,23.571428,22.465714,23.341429,20.261314,517791400
2009-08-01,23.601429,23.912857,23.298571,23.644285,20.524200,485551500
2009-08-08,23.665714,24.095715,23.125713,23.825714,20.681692,461626200
2009-08-15,23.364286,24.195715,22.774286,24.174286,20.984264,531727700
2009-08-22,24.302856,24.641428,23.547142,24.292856,21.087187,484541400
2009-08-29,24.022858,24.385714,23.444286,24.330000,21.119431,453299700
2009-09-05,24.711428,24.924286,24.242857,24.594286,21.348841,491557500
2009-09-12,24.404285,26.684286,24.321428,26.431429,22.943558,728665000
2009-09-19,26.327143,26.985714,25.920000,26.052856,22.614941,596038100
2009-09-26,26.267143,26.771429,25.814285,26.414286,22.928679,575108800
2009-10-03,26.600000,27.350000,26.324286,27.209999,23.619389,556342500
2009-10-10,27.288572,27.474285,26.834286,26.864286,23.319298,454134800
2009-10-17,26.835714,29.815714,26.507143,29.134285,25.289749,1122293900
2009-10-24,29.095715,29.535715,26.881428,26.928572,23.375105,836768100
2009-10-31,27.114286,27.884285,26.510000,27.762857,24.099289,592238500
2009-11-07,28.134285,29.285715,28.037144,29.207144,25.352991,520223200
2009-11-14,29.354286,29.714285,28.251429,28.559999,24.791248,551258400
2009-11-21,29.000000,29.428572,28.338572,28.655714,24.874334,343761600
2009-11-28,28.730000,28.967142,27.182858,27.617144,23.972807,720371400
2009-12-05,27.617144,28.528572,26.954287,27.809999,24.140215,752346000
2009-12-12,27.910000,28.215714,27.285715,27.918571,24.234463,566461000
2009-12-19,28.007143,29.907143,27.952858,29.862858,25.922182,451959200
2009-12-26,30.245714,30.564285,29.758572,30.104286,26.131752,463566600
2010-01-02,30.490000,30.798571,29.864286,30.282858,26.286753,643134100
2010-01-09,30.400000,30.428572,29.157143,29.418571,25.536520,672385700
2010-01-16,29.761429,30.792856,28.165714,28.250000,24.522150,708020600
2010-01-23,28.930000,30.530001,27.178572,27.437143,23.816572,1768708200
2010-01-30,27.481428,28.600000,27.264286,27.922857,24.238180,917876400
2010-02-06,27.955715,28.805714,27.714285,28.625713,24.848288,671833400
2010-02-13,28.848572,29.187143,28.694286,28.809999,25.008259,454607300
2010-02-20,28.905714,29.309999,27.958570,29.231428,25.374073,649702900
2010-02-27,29.392857,31.385714,29.350000,31.278572,27.151081,688588600
2010-03-06,31.430000,32.532856,31.127142,32.371429,28.099728,692097700
2010-03-13,32.197144,32.349998,31.464285,31.750000,27.560299,573230700
2010-03-20,31.495714,33.135715,31.450001,32.985714,28.632942,709947700
2010-03-27,33.285713,34.104286,33.088570,33.709999,29.261658,525464800
2010-04-03,33.568573,34.560001,33.538570,34.541428,29.983374,666799700
2010-04-10,34.599998,35.877144,34.444286,35.342857,30.679043,542661000
2010-04-17,35.290001,38.882858,34.538570,38.689999,33.584499,969505600
2010-04-24,38.840000,38.922855,36.630001,37.298573,32.376675,762029800
2010-05-01,37.691429,38.268570,28.464285,33.694286,29.248018,1255786000
2010-05-08,35.750000,37.857143,35.504284,36.259998,31.475155,961667000
2010-05-15,36.385715,36.935715,33.049999,34.617142,30.049093,1269511600
2010-05-22,35.325714,37.057144,33.880001,36.697144,31.854618,1033699100
2010-05-29,37.098572,37.991428,36.375713,36.565716,31.740519,743358000
2010-06-05,36.898571,37.021427,34.599998,36.215714,31.436712,1016114400
2010-06-12,36.565716,39.285713,36.287144,39.152859,33.986275,907297300
2010-06-19,39.669998,39.858570,37.972858,38.099998,33.072357,881607300
2010-06-26,38.132858,38.535713,34.742859,35.277142,30.622002,1043620900
2010-07-03,35.857143,37.557144,35.165714,37.088570,32.194393,610314600
2010-07-10,36.932858,37.407143,35.204285,35.700001,30.989067,1107643600
2010-07-17,35.697144,37.878571,34.228573,37.134285,32.234066,1115951900
2010-07-24,37.142857,37.998573,36.414288,36.750000,31.900509,654331300
2010-07-31,37.205715,37.754284,36.804287,37.155716,32.252670,500019800
2010-08-07,37.354286,37.450001,35.160000,35.585712,30.889847,566223000
2010-08-14,35.368572,36.381428,35.231430,35.662857,30.956810,472925600
2010-08-21,35.970001,36.000000,33.651428,34.517143,29.962290,657092800
2010-08-28,34.394287,36.968571,34.335712,36.967144,32.088993,609332500
2010-09-04,36.662857,38.074287,36.607143,37.630001,32.664379,423806600
2010-09-11,37.974285,39.708572,37.931427,39.338570,34.147488,628219900
2010-09-18,39.439999,41.932858,39.407143,41.759998,36.249378,836911600
2010-09-25,41.997143,42.104286,39.285713,40.360001,35.034130,777263900
2010-10-02,40.228573,42.071430,39.681427,42.009998,36.466404,668735200
2010-10-09,42.105713,45.000000,41.784286,44.962856,39.029591,743470000
2010-10-16,45.495716,45.571430,42.860001,43.924286,38.128075,992914300
2010-10-23,44.155716,44.514286,42.981430,42.997143,37.323280,541489200
2010-10-30,43.174286,45.740002,43.171429,45.304287,39.325974,592477200
2010-11-06,45.314285,45.900002,43.375713,44.004284,38.197517,551665100
2010-11-13,44.065716,44.362858,42.537144,43.818573,38.036320,605010000
2010-11-20,43.811428,45.385715,43.695713,45.000000,39.061840,390958400
2010-11-27,45.071430,45.571430,44.410000,45.348572,39.364422,553581000
2010-12-04,45.520000,46.284286,45.301430,45.794285,39.751312,429633400
2010-12-11,46.338570,46.437141,45.571430,45.801430,39.757511,479273900
2010-12-18,45.942856,46.531429,45.461430,46.228573,40.128281,282760800
2010-12-25,46.121429,46.665714,45.901428,46.080002,39.999332,234970400
2011-01-01,46.520000,48.049999,46.405716,48.017143,41.680836,405524700
2011-01-08,48.404285,49.782856,48.167141,49.782856,43.213539,450219700
2011-01-15,47.074287,49.799999,46.571430,46.674286,40.515182,1133950300
2011-01-22,46.695713,49.371429,46.674286,48.014286,41.678360,626377500
2011-01-29,47.971428,49.528572,47.757141,49.500000,42.968014,444618300
2011-02-05,49.698570,51.428570,49.662857,50.978573,44.251488,661232600
2011-02-12,50.970001,52.128571,49.931427,50.080002,43.471489,605597300
2011-02-19,48.878571,49.775715,48.245716,49.737144,43.173874,606082400
2011-02-26,50.177143,51.470001,49.668571,51.428570,44.642105,603964200
2011-03-05,51.628571,51.667141,49.271427,50.284286,43.648811,583591400
2011-03-12,50.454285,50.925713,46.608570,47.238571,41.005005,932921500
2011-03-19,47.998573,50.294285,47.894287,50.220001,43.593014,490485800
2011-03-26,50.450001,50.617142,49.042858,49.222858,42.727455,421085700
2011-04-02,49.187141,49.228573,47.707142,47.865715,41.549393,524084400
2011-04-09,47.722858,48.020000,46.685715,46.779999,40.606956,481553100
2011-04-16,46.585712,50.732857,45.737144,50.099998,43.488838,620938500
2011-04-23,50.048573,50.712856,49.360001,50.018570,43.418163,582215900
2011-04-30,49.962856,50.261429,49.357143,49.522858,42.987865,440353900
2011-05-07,49.694286,50.000000,48.621429,48.642857,42.223976,367738700
2011-05-14,48.457142,48.915714,47.247143,47.888573,41.569229,459006100
2011-05-21,47.138573,48.365715,47.060001,48.201427,41.840813,356477800
2011-05-28,48.728573,50.304287,48.714287,49.062859,42.588566,406117600
2011-06-04,49.385715,49.578571,46.501427,46.557144,40.413494,508623500
2011-06-11,46.742859,47.607143,45.475716,45.751427,39.714100,547212400
2011-06-18,45.337143,47.592857,44.357143,46.621429,40.469303,631044400
2011-06-25,46.798573,49.071430,46.750000,49.037144,42.566242,436231600
2011-07-02,49.000000,51.428570,48.928570,51.387142,44.606133,422244200
2011-07-09,50.905716,52.142857,49.802856,52.131428,45.252216,550230800
2011-07-16,52.204285,56.610001,52.182858,56.185715,48.771503,844100600
2011-07-23,55.764286,57.785713,54.857143,55.782856,48.421799,738082800
2011-07-30,56.825714,57.071430,51.795715,53.374287,46.331059,1015220500
2011-08-06,51.669998,54.234287,50.431427,53.855713,46.748955,1094004800
2011-08-13,54.232857,54.995716,50.857143,50.861427,44.149811,757169700
2011-08-20,52.072857,54.828571,50.727142,54.797142,47.566154,832810300
2011-08-27,55.454285,56.011429,53.118572,53.435715,46.384380,532110600
2011-09-03,52.481430,55.515713,52.354286,53.925713,46.809719,460311600
2011-09-10,53.285713,57.214287,53.128571,57.214287,49.664333,639862300
2011-09-17,56.714287,60.408573,56.457142,57.757141,50.135559,930087200
2011-09-24,57.122856,58.464287,54.454285,54.474285,47.285904,768434800
2011-10-01,54.338570,54.968571,50.605713,52.828571,45.857357,1009321600
2011-10-08,54.155716,60.285713,54.029999,60.285713,52.330460,667510200
2011-10-15,60.248573,60.957142,55.821430,56.124287,48.718178,960555400
2011-10-22,56.597141,58.428570,56.164288,57.849998,50.216164,551594400
2011-10-29,57.488571,58.475716,56.174286,57.177143,49.632099,497064400
2011-11-05,57.130001,58.285713,54.322857,54.945713,47.695129,656985000
2011-11-12,54.788570,55.877144,53.554287,53.562859,46.494747,516191200
2011-11-19,52.914288,53.990002,51.902859,51.938572,45.084801,385008400
2011-11-26,53.192856,56.232857,52.885715,55.671429,48.325073,473610900
2011-12-03,56.212856,56.630001,55.251427,56.231430,48.811180,404726000
2011-12-10,55.954285,56.485714,53.954285,54.431427,47.248707,431140500
2011-12-17,54.638573,57.655716,54.354286,57.618572,50.015266,326862900
2011-12-24,57.585712,58.441429,57.215714,57.857143,50.222366,222344500
2011-12-31,58.485714,60.392857,58.428570,60.342857,52.380054,287951300
2012-01-07,60.785713,61.107143,59.808571,59.972858,52.058880,326478600
2012-01-14,60.599998,61.624287,59.964287,60.042858,52.119652,298850300
2012-01-21,60.381428,64.921425,59.935715,63.897144,55.465321,608927200
2012-01-28,63.672855,65.714287,63.627144,65.668571,57.003010,378616700
2012-02-04,65.482857,71.088570,65.457146,70.488571,61.186947,622260800
2012-02-11,71.361427,75.184288,69.518570,71.731430,62.265800,991022900
2012-02-18,72.411430,74.699997,72.017143,74.629997,64.781898,517999300
2012-02-25,74.472855,78.315712,73.754288,77.882858,67.605492,803740700
2012-03-03,77.917145,78.248573,73.745712,77.881432,67.604279,838315100
2012-03-10,78.425713,85.715714,78.142860,83.652855,72.614090,1125546800
2012-03-17,85.481430,87.092857,84.150002,85.150002,73.913658,854074900
2012-03-24,85.684288,88.778572,85.037140,85.650002,74.347702,799402100
2012-03-31,85.975716,90.665718,85.768570,90.525711,78.580025,661797500
2012-04-07,89.447144,92.000000,86.215714,86.461426,75.052063,914464600
2012-04-14,87.151428,88.607140,81.488571,81.854286,71.052872,1224137600
2012-04-21,81.515717,88.285713,79.285713,86.142860,74.775505,972811700
2012-04-28,85.400002,85.485718,80.738571,80.750000,70.094284,616268800
2012-05-05,80.214287,82.268570,79.818573,80.958572,70.275345,542705100
2012-05-12,80.367142,81.072861,74.597145,75.768570,65.770210,709842700
2012-05-19,76.357140,82.357140,76.292854,80.327141,69.727234,683902800
2012-05-26,81.557144,83.071426,80.074287,80.141426,69.566040,480650100
2012-06-02,80.214287,82.940002,78.357140,82.902855,71.963058,518487200
2012-06-09,83.959999,84.071426,80.957146,82.018570,71.195473,500263400
2012-06-16,81.565712,84.285713,81.481430,83.157143,72.183800,442895600
2012-06-23,82.471428,83.428574,80.801430,83.428574,72.419403,372063300
2012-06-30,83.532860,87.762856,83.371429,86.554283,75.132645,386279600
2012-07-07,86.471428,88.552856,84.668571,86.424286,75.019798,525038500
2012-07-14,86.445717,87.907143,86.164284,86.328575,74.936729,420479500
2012-07-21,84.914284,87.097145,81.428574,83.594284,72.563248,685247500
2012-07-28,84.417145,88.282860,83.974289,87.957146,76.350395,475762700
2012-08-04,88.184288,89.285713,87.894287,88.814285,77.094421,313459300
2012-08-11,89.055717,92.598572,89.035713,92.587143,80.714493,393409800
2012-08-18,92.858574,96.411430,92.587143,94.745712,82.596268,712224100
2012-08-25,97.141426,97.267143,93.892860,95.034286,82.847824,384563200
2012-09-01,95.108574,97.497147,94.928574,97.205711,84.740822,356282500
2012-09-08,97.207146,99.568573,93.714287,98.754288,86.090805,725762100
2012-09-15,99.907143,100.724289,99.088570,100.012856,87.188019,501641700
2012-09-22,98.122856,99.302856,94.335716,95.300003,83.079475,716065000
2012-09-29,95.879997,96.678574,92.949997,93.227142,81.272423,640150000
2012-10-06,92.411430,92.508568,89.078575,89.958572,78.422997,748260800
2012-10-13,90.335716,93.255714,87.088570,87.120003,75.948410,648005400
2012-10-20,87.488571,90.768570,84.428574,86.285713,75.221115,871790500
2012-10-27,84.982857,86.142860,82.107140,82.400002,71.833656,367668700
2012-11-03,83.360001,84.391426,76.245712,78.151428,68.129890,920940300
2012-11-10,79.164284,79.214287,72.250000,75.382858,66.016472,895681500
2012-11-17,77.244286,81.714287,77.125717,81.642860,71.498688,527975000
2012-11-24,82.271431,84.892860,81.751427,83.611427,73.222649,647698100
2012-12-01,84.807144,84.941429,74.089996,76.178574,66.713348,982559900
2012-12-08,75.000000,78.508568,72.225716,72.827141,63.778297,836203200
2012-12-15,72.704285,76.414284,71.604286,74.190002,64.971863,727654900
2012-12-22,74.335716,74.892860,72.094284,72.798569,63.753300,321897100
2012-12-29,72.932854,79.285713,72.714287,75.285713,65.931404,541827300
2013-01-05,74.571426,75.984283,73.599998,74.328575,65.093193,575530200
2013-01-12,71.811432,72.964287,69.054283,71.428574,62.553524,807096500
2013-01-19,72.080002,73.570000,62.142857,62.840000,55.032093,997983700
2013-01-26,62.547142,66.085716,62.265713,64.802856,56.751068,658162400
2013-02-02,64.844284,68.401428,63.142857,67.854286,59.423347,745477600
2013-02-09,68.071426,69.277145,65.702858,65.737144,57.904778,587192900
2013-02-16,65.871429,66.104286,63.259998,64.401428,56.728210,422480800
2013-02-23,64.835716,65.017143,61.425713,61.495716,54.168705,584098200
2013-03-02,61.114285,62.204285,59.857143,61.674286,54.326008,635348700
2013-03-09,61.392857,63.461430,60.734287,63.380001,55.828480,573383300
2013-03-16,63.064285,66.014282,63.028572,65.987144,58.124996,554998500
2013-03-23,66.384285,67.135712,63.088570,63.237144,55.702641,392376600
2013-03-30,63.128571,63.385715,59.954285,60.457142,53.253876,506152500
2013-04-06,60.692856,62.570000,60.355713,61.400002,54.084393,387587200
2013-04-13,61.000000,61.127144,55.014286,55.790001,49.142811,710980200
2013-04-20,56.091427,59.824287,55.895714,59.599998,52.498859,803186300
2013-04-27,60.064285,64.747147,60.000000,64.282860,56.623756,655475800
2013-05-04,65.101425,66.535713,64.354286,64.709999,57.000031,546583100
2013-05-11,64.501427,65.414284,59.842857,61.894287,54.880653,634197200
2013-05-18,61.701427,64.050003,61.442856,63.592857,56.386745,494956700
2013-05-25,64.271431,65.300003,62.771427,64.247147,56.966885,363636000
2013-06-01,64.389999,64.918571,61.824287,63.115715,55.963673,444285100
2013-06-08,63.532856,64.154289,61.214287,61.435715,54.474041,389797800
2013-06-15,61.634285,62.242859,58.299999,59.071430,52.377670,400952300
2013-06-22,58.200001,58.380001,55.552856,56.647144,50.228096,519598800
2013-06-29,57.527142,60.470001,57.317142,59.631428,52.874210,343968100
2013-07-06,60.015713,61.398571,58.625713,60.930000,54.025631,384496000
2013-07-13,60.715714,62.124287,60.595715,60.707142,53.828033,286261500
2013-07-20,61.351429,63.512856,59.815716,62.998573,55.859806,399693700
2013-07-27,62.971428,66.121429,62.885715,66.077141,58.589516,340368000
2013-08-03,66.384285,67.412857,64.807144,64.921425,57.564770,368803400
2013-08-10,65.265717,72.035713,65.232857,71.761429,64.049812,713836900
2013-08-17,72.048569,73.391426,71.171425,71.574287,63.882786,418006400
2013-08-24,71.535713,72.885712,69.428574,69.602859,62.123211,393679300
2013-08-31,70.442856,71.748573,69.621429,71.174286,63.525749,318213700
2013-09-07,72.142860,72.559998,66.385712,66.414284,59.277279,671366500
2013-09-14,65.857140,68.364288,63.888573,66.772858,59.597328,625948400
2013-09-21,70.871429,70.987144,68.674286,68.964287,61.553261,477167600
2013-09-28,68.178574,70.335716,67.772858,69.004288,61.588959,371211400
2013-10-05,69.508568,70.548569,68.325714,70.401428,62.835960,362819100
2013-10-12,69.975716,72.751427,69.907143,72.698570,64.886246,344302000
2013-10-19,73.110001,76.175713,72.575714,75.137146,67.062767,492112600
2013-10-26,75.577141,77.035713,73.505714,74.290001,66.306648,522749500
2013-11-02,74.442856,75.555717,73.197144,74.365715,66.374237,318788400
2013-11-09,74.284286,75.611427,73.487144,74.998573,67.329903,307322400
2013-11-16,74.998573,75.312859,73.381432,74.257141,66.664291,283388000
2013-11-23,74.431427,79.761429,74.428574,79.438568,71.315887,328067600
2013-11-30,79.714287,82.162857,78.688568,80.002853,71.822479,523313700
2013-12-07,80.128571,81.567146,79.095711,79.204285,71.105568,388398500
2013-12-14,79.288574,80.377144,76.971428,78.431427,70.411736,458770200
2013-12-21,81.142860,81.697144,79.928574,80.012856,71.831444,274688400
2013-12-28,79.637146,80.182854,77.204285,77.282860,69.380615,275966600
2014-01-04,76.778572,78.122856,75.872856,76.134285,68.349464,393118600
2014-01-11,75.701431,80.028572,75.697144,77.238571,69.340851,439677700
2014-01-18,77.284286,79.612854,77.202858,78.010002,70.033424,385276500
2014-01-25,78.581429,79.257141,70.507141,71.514282,64.201897,816627700
2014-02-01,71.801430,74.704285,71.328575,74.239998,66.648895,433633900
2014-02-08,74.094284,77.997147,74.000000,77.712860,70.184258,379059800
2014-02-15,78.000000,78.741432,74.942856,75.035713,67.766464,289665600
2014-02-22,74.735718,76.107140,73.657143,75.177139,67.894188,367732400
2014-03-01,74.774284,76.392860,74.687141,75.777145,68.436058,276050600
2014-03-08,75.480003,77.094284,74.714287,74.955711,67.694214,288019200
2014-03-15,75.385712,76.605713,75.028572,76.124283,68.749550,304098200
2014-03-22,76.917145,78.428574,76.321426,76.694283,69.264366,340089400
2014-03-29,77.032860,77.639999,75.797142,75.974289,68.614113,246861300
2014-04-05,75.431427,76.034286,73.877144,74.230003,67.038811,312819500
2014-04-12,74.557144,75.394287,73.047142,74.991432,67.726463,242816000
2014-04-19,75.048569,81.712860,74.851425,81.705711,73.790291,482559700
2014-04-26,81.828575,85.632858,81.792854,84.654289,76.453209,474766600
2014-05-03,84.305717,86.344284,82.904289,83.648575,75.544922,366597700
2014-05-10,83.927139,85.361427,83.628571,85.358574,77.519859,261613100
2014-05-17,85.407143,87.818573,85.332855,87.732857,79.676086,295605100
2014-05-24,87.982857,92.024284,87.947144,90.428574,82.124245,401210600
2014-05-31,90.565712,93.037140,88.928574,92.224289,83.755051,412821500
2014-06-07,92.699997,95.050003,90.879997,91.279999,82.897476,293147000
2014-06-14,91.510002,92.750000,90.900002,90.910004,82.561485,235227000
2014-06-21,91.320000,92.000000,89.650002,91.980003,83.533211,216257000
2014-06-28,92.099998,94.099998,92.089996,94.029999,85.394936,139062100
2014-07-05,94.139999,96.800003,93.519997,95.220001,86.475670,231830000
2014-07-12,95.860001,97.099998,92.570000,94.430000,85.758217,248970200
2014-07-19,94.989998,97.879997,93.720001,97.669998,88.700668,276392000
2014-07-26,97.820000,99.440002,94.809998,96.129997,87.302094,236825000
2014-08-02,96.370003,96.580002,93.279999,94.739998,86.039734,223025000
2014-08-09,95.269997,98.190002,94.839996,97.980003,89.424828,179363000
2014-08-16,98.489998,101.470001,97.980003,101.320000,92.473175,247332000
2014-08-23,101.790001,102.900002,100.699997,102.500000,93.550148,238846000
2014-08-30,103.059998,103.739998,97.790001,98.970001,90.328369,323160000
2014-09-06,99.300003,103.080002,96.139999,101.660004,92.783501,462051800
2014-09-13,102.809998,103.050003,98.889999,100.959999,92.144600,297352900
2014-09-20,101.800003,102.940002,97.720001,100.750000,91.952950,338824900
2014-09-27,98.650002,101.540001,98.040001,99.620003,90.921600,247749100
