Date,Open,High,Low,Close,Adj Close,Volume
2001-03-03,1.383929,1.575893,1.375000,1.446429,1.255559,494877600
2001-03-10,1.406250,1.526786,1.294643,1.401786,1.216807,577939600
2001-03-17,1.410714,1.683036,1.383929,1.642857,1.426067,723695000
2001-03-24,1.652143,1.696429,1.509286,1.576429,1.368404,719087600
2001-03-31,1.577857,1.618571,1.339286,1.470714,1.276640,541683800
2001-04-07,1.477857,1.644286,1.432857,1.601429,1.390105,339246600
2001-04-14,1.577857,1.839286,1.400000,1.788571,1.552553,1159585000
2001-04-21,1.738571,1.877857,1.679286,1.871429,1.624476,625538200
2001-04-28,1.907143,1.937143,1.711429,1.839286,1.596575,468287400
2001-05-05,1.830000,1.840000,1.625714,1.632143,1.416767,352224600
2001-05-12,1.635000,1.821429,1.625000,1.680714,1.458929,339936800
2001-05-19,1.687857,1.723571,1.607143,1.625714,1.411186,396363800
2001-05-26,1.594286,1.607143,1.378571,1.492143,1.295241,548009000
2001-06-02,1.505714,1.550000,1.452143,1.522857,1.321902,411174400
2001-06-09,1.503571,1.552143,1.382143,1.460000,1.267340,465313800
2001-06-16,1.457857,1.642857,1.427143,1.590000,1.380185,431494000
2001-06-23,1.607143,1.792857,1.603571,1.660714,1.441568,487565400
2001-06-30,1.688571,1.730714,1.551429,1.573571,1.365924,199451000
2001-07-07,1.577857,1.786429,1.488571,1.775000,1.540773,568197000
2001-07-14,1.777143,1.801429,1.392143,1.427143,1.238818,842308600
2001-07-21,1.435000,1.464286,1.275000,1.354286,1.175575,434222600
2001-07-28,1.365714,1.421429,1.322143,1.392857,1.209057,305166400
2001-08-04,1.360000,1.407143,1.324286,1.358571,1.179295,232999200
2001-08-11,1.364286,1.382857,1.283571,1.290714,1.120393,290686200
2001-08-18,1.295714,1.330000,1.255714,1.326429,1.151394,279847400
2001-08-25,1.328571,1.378571,1.234286,1.325000,1.150154,293237000
2001-09-01,1.321429,1.362857,1.228571,1.234286,1.071410,308117600
2001-09-08,1.214286,1.250000,1.208571,1.240714,1.076991,77211400
2001-09-15,1.142857,1.265714,1.048571,1.123571,0.975306,535029600
2001-09-22,1.150714,1.202857,1.066429,1.107857,0.961665,462522200
2001-09-29,1.106429,1.160714,1.059286,1.152857,1.000727,467735800
2001-10-06,1.112143,1.291429,1.107143,1.286429,1.116673,327936000
2001-10-13,1.282143,1.315000,1.211429,1.307143,1.134653,396650800
2001-10-20,1.300714,1.387143,1.267857,1.333571,1.157594,496315400
2001-10-27,1.326429,1.347143,1.218571,1.326429,1.151394,324973600
2001-11-03,1.345714,1.437857,1.323571,1.336429,1.160074,352809800
2001-11-10,1.332857,1.421429,1.282857,1.355000,1.176196,272753600
2001-11-17,1.357143,1.442857,1.354286,1.417143,1.230138,217690200
2001-11-24,1.424286,1.539286,1.420000,1.521429,1.320662,371632800
2001-12-01,1.504286,1.716429,1.471429,1.610000,1.397546,418153400
2001-12-08,1.592143,1.642143,1.435000,1.456429,1.264239,238918400
2001-12-15,1.457143,1.548571,1.442143,1.500000,1.302061,294026600
2001-12-22,1.492857,1.642857,1.492857,1.602143,1.390725,171915800
2001-12-29,1.607857,1.710714,1.559286,1.692143,1.468849,422315600
2002-01-05,1.694286,1.714286,1.446429,1.503571,1.305162,505999200
2002-01-12,1.500714,1.624286,1.464286,1.583571,1.374604,568149400
2002-01-19,1.590714,1.679286,1.542143,1.660714,1.441568,325127600
2002-01-26,1.671429,1.782857,1.622857,1.743571,1.513491,441274400
2002-02-02,1.737143,1.855714,1.669286,1.716429,1.489930,570000200
2002-02-09,1.709286,1.802857,1.695714,1.707143,1.481870,364028000
2002-02-16,1.697143,1.705000,1.532143,1.624286,1.409946,382232200
2002-02-23,1.632143,1.765714,1.495714,1.675000,1.453968,630767200
2002-03-02,1.661429,1.792143,1.625714,1.761429,1.528992,344297800
2002-03-09,1.757143,1.795714,1.705000,1.782143,1.546973,293951000
2002-03-16,1.782143,1.807143,1.661429,1.720714,1.493651,414941800
2002-03-23,1.719286,1.720714,1.642857,1.690714,1.467609,189207200
2002-03-30,1.670000,1.799286,1.662857,1.767143,1.533952,308554400
2002-04-06,1.725714,1.800000,1.698571,1.790000,1.553793,351380400
2002-04-13,1.790000,1.869286,1.771429,1.784286,1.548833,521829000
2002-04-20,1.774286,1.780714,1.642857,1.643571,1.426687,285632200
2002-04-27,1.654286,1.741429,1.649286,1.679286,1.457689,309520400
2002-05-04,1.667857,1.751429,1.581429,1.665714,1.445908,347277000
2002-05-11,1.680000,1.855714,1.638571,1.786429,1.550693,397871600
2002-05-18,1.755000,1.802857,1.665714,1.725000,1.497370,344338400
2002-05-25,1.692143,1.745714,1.662857,1.664286,1.444668,233345000
2002-06-01,1.670714,1.675000,1.495000,1.528571,1.326863,433097000
2002-06-08,1.534286,1.560000,1.293571,1.435714,1.246258,483193200
2002-06-15,1.445714,1.473571,1.199286,1.203571,1.044749,807312800
2002-06-22,1.197857,1.272857,1.141429,1.265714,1.098692,453401200
2002-06-29,1.265000,1.339286,1.196429,1.338571,1.161935,222139400
2002-07-06,1.322857,1.342143,1.212143,1.250714,1.085671,365500800
2002-07-13,1.245000,1.328571,1.037857,1.068571,0.927564,725729200
2002-07-20,1.053571,1.087143,0.985714,1.024286,0.889122,481110000
2002-07-27,1.034286,1.107857,1.017857,1.032143,0.895942,337128400
2002-08-03,1.036429,1.098571,0.997857,1.071429,0.930044,310654400
2002-08-10,1.064286,1.150000,1.038571,1.129286,0.980266,354005400
2002-08-17,1.127143,1.160714,1.103571,1.123571,0.975306,256792200
2002-08-24,1.139286,1.139286,1.036429,1.053571,0.914543,264465600
2002-08-31,1.035000,1.055714,1.003571,1.027143,0.891602,276341800
2002-09-07,1.020000,1.042857,1.003571,1.012143,0.878581,290726800
2002-09-14,1.010000,1.077857,1.008571,1.062143,0.921983,400503600
2002-09-21,1.054286,1.085000,1.028571,1.051429,0.912683,295962800
2002-09-28,1.028571,1.045000,0.999286,1.002143,0.869901,304547600
2002-10-05,0.997857,1.055714,0.954286,1.036429,0.899662,417820200
2002-10-12,1.039286,1.089286,0.992857,1.024286,0.889122,416285800
2002-10-19,1.018571,1.103571,1.000000,1.101429,0.956085,279881000
2002-10-26,1.110714,1.178571,1.068571,1.168571,1.014368,341205200
2002-11-02,1.178571,1.241429,1.108571,1.131429,0.982126,332536400
2002-11-09,1.124286,1.172143,1.080000,1.139286,0.988946,227803800
2002-11-16,1.156429,1.174286,1.072143,1.143571,0.992667,307652800
2002-11-23,1.145000,1.152857,1.090714,1.107143,0.961045,217480200
2002-11-30,1.135714,1.150000,1.035714,1.067857,0.926944,360281600
2002-12-07,1.067143,1.110714,1.046429,1.056429,0.917023,278079200
2002-12-14,1.057857,1.085000,0.984286,1.010000,0.876721,322651000
2002-12-21,1.011429,1.057857,1.000714,1.004286,0.871761,82656000
2002-12-28,1.005714,1.066429,0.988571,1.064286,0.923844,171162600
2003-01-04,1.073571,1.098571,1.031429,1.051429,0.912683,338219000
2003-01-11,1.064286,1.064286,1.005714,1.007143,0.874241,390691000
2003-01-18,1.015000,1.029286,0.968571,0.985714,0.855640,250580400
2003-01-25,0.977143,1.078571,0.975000,1.025714,0.890362,449747200
2003-02-01,1.029286,1.066429,1.005000,1.010714,0.877341,313166000
2003-02-08,1.018571,1.051429,1.004286,1.047857,0.909583,253286600
2003-02-15,1.053571,1.092857,1.046429,1.071429,0.930044,228265800
2003-02-22,1.061429,1.077857,0.985714,1.072143,0.930663,233857400
2003-03-01,1.072143,1.082857,1.022143,1.037857,0.900902,189425600
2003-03-08,1.036429,1.072143,1.004286,1.055714,0.916403,251717200
2003-03-15,1.063571,1.082143,1.042857,1.071429,0.930044,308084000
2003-03-22,1.047857,1.059286,1.021429,1.040714,0.903383,193709600
2003-03-29,1.023571,1.050000,1.002857,1.029286,0.893462,218526000
2003-04-05,1.060714,1.067857,0.923571,0.942857,0.818438,493082800
2003-04-12,0.979286,0.982143,0.908571,0.937143,0.813478,609840000
2003-04-19,0.937857,0.973571,0.927143,0.953571,0.827739,298249000
2003-04-26,0.962857,1.042143,0.959286,1.032143,0.895942,554288000
2003-05-03,1.055000,1.314286,1.053571,1.307143,1.134653,1350175400
2003-05-10,1.296429,1.357857,1.282143,1.342857,1.165655,462070000
2003-05-17,1.323571,1.332143,1.257143,1.308571,1.135893,388074400
2003-05-24,1.282857,1.350000,1.252143,1.282143,1.112952,336581000
2003-05-31,1.292857,1.306429,1.215714,1.225000,1.063350,374383800
2003-06-07,1.210000,1.282143,1.187857,1.244286,1.080091,276386600
2003-06-14,1.257143,1.400714,1.246429,1.371429,1.190456,402262000
2003-06-21,1.378571,1.406429,1.320000,1.337857,1.161315,419763400
2003-06-28,1.334286,1.396429,1.322143,1.366429,1.186116,216553400
2003-07-05,1.376429,1.464286,1.366429,1.417857,1.230758,266112000
2003-07-12,1.429286,1.512857,1.384286,1.490000,1.293381,424008200
2003-07-19,1.477857,1.540714,1.450000,1.538571,1.335543,242797800
2003-07-26,1.535714,1.535714,1.440714,1.480714,1.285321,248035200
2003-08-02,1.466429,1.535714,1.387143,1.402857,1.217737,259264600
2003-08-09,1.415714,1.452857,1.390000,1.407857,1.222077,226102800
2003-08-16,1.418571,1.571429,1.408571,1.491429,1.294621,276316600
2003-08-23,1.484286,1.632143,1.453571,1.615000,1.401886,277806200
2003-08-30,1.618571,1.665714,1.600000,1.607143,1.395066,237718600
2003-09-06,1.605714,1.652857,1.578571,1.650000,1.432267,241544800
2003-09-13,1.629286,1.646429,1.560714,1.612857,1.400026,311028200
2003-09-20,1.584286,1.607143,1.439286,1.477857,1.282840,383797400
2003-09-27,1.535000,1.561429,1.442143,1.549286,1.344843,347725000
2003-10-04,1.547857,1.700714,1.541429,1.691429,1.468229,409439800
2003-10-11,1.695000,1.786429,1.600714,1.625000,1.410567,625220400
2003-10-18,1.614286,1.671429,1.587857,1.614286,1.401266,250565000
2003-10-25,1.625000,1.714286,1.600000,1.635000,1.419247,289879800
2003-11-01,1.630714,1.664286,1.603571,1.607143,1.395066,370441400
2003-11-08,1.603571,1.622857,1.520000,1.532857,1.330582,299793200
2003-11-15,1.525000,1.526429,1.417857,1.448571,1.257419,330365000
2003-11-22,1.464286,1.519286,1.446429,1.493571,1.296481,242926600
2003-11-29,1.502857,1.564286,1.480714,1.489286,1.292761,280561400
2003-12-06,1.484286,1.524286,1.425714,1.492143,1.295241,232632400
2003-12-13,1.535000,1.535000,1.401429,1.407143,1.221457,455400400
2003-12-20,1.403571,1.493571,1.375000,1.484286,1.288421,241683400
2003-12-27,1.493571,1.553571,1.490000,1.520000,1.319422,189351400
2004-01-03,1.530000,1.723571,1.530000,1.642857,1.426067,594750800
2004-01-10,1.660714,1.774286,1.607143,1.622857,1.408706,794409000
2004-01-17,1.619286,1.640714,1.584286,1.611429,1.398786,243695200
2004-01-24,1.604286,1.670000,1.585000,1.611429,1.398786,312935000
2004-01-31,1.604286,1.636429,1.550000,1.622143,1.408086,329995400
2004-02-07,1.615714,1.721429,1.602857,1.642857,1.426067,323029000
2004-02-14,1.650000,1.688571,1.586429,1.600000,1.388865,228319000
2004-02-21,1.595714,1.715714,1.563571,1.708571,1.483110,349164200
2004-02-28,1.721429,1.963571,1.685714,1.910000,1.657958,751080400
2004-03-06,1.901429,2.010000,1.839286,1.968571,1.708800,768318600
2004-03-13,1.930714,1.953571,1.813571,1.847143,1.603395,557060000
2004-03-20,1.812143,1.954286,1.801429,1.931429,1.676559,554775200
2004-03-27,1.955000,1.999286,1.901429,1.964286,1.705080,423497200
2004-04-03,1.962857,2.026428,1.922857,1.966429,1.706941,284925200
2004-04-10,1.964286,2.112857,1.879286,2.084286,1.809245,867762000
2004-04-17,2.008571,2.053571,1.932143,1.978571,1.717481,513290400
2004-04-24,1.970000,1.974286,1.820714,1.841429,1.598435,418363400
2004-05-01,1.857143,1.969286,1.821429,1.905000,1.653618,374579800
2004-05-08,1.876429,1.980000,1.852857,1.932857,1.677799,322056000
2004-05-15,1.907143,1.964286,1.882857,1.936429,1.680899,314573000
2004-05-22,1.949286,2.055714,1.936429,2.004286,1.739802,314860000
2004-05-29,1.985000,2.089286,1.972143,2.055714,1.784444,287722400
2004-06-05,2.074286,2.212143,2.057857,2.195714,1.905970,329569800
2004-06-12,2.189286,2.386429,2.107143,2.350714,2.040516,638958600
2004-06-19,2.365714,2.416429,2.294286,2.407143,2.089499,429384200
2004-06-26,2.441429,2.442143,2.123571,2.220000,1.927051,684329800
2004-07-03,2.233572,2.244286,2.139286,2.145000,1.861948,297304000
2004-07-10,2.144286,2.402143,2.052857,2.300000,1.996493,979925800
2004-07-17,2.286429,2.336429,2.177143,2.192857,1.903490,441466200
2004-07-24,2.203571,2.357143,2.198571,2.310000,2.005173,392292600
2004-07-31,2.227143,2.307143,2.121428,2.127143,1.846447,397500600
2004-08-07,2.132143,2.252857,2.129286,2.202857,1.912170,379631000
2004-08-14,2.214286,2.275714,2.167857,2.200000,1.909690,457262400
2004-08-21,2.204286,2.512857,2.185714,2.453571,2.129801,619771600
2004-08-28,2.428571,2.570714,2.425714,2.516428,2.184363,452555600
2004-09-04,2.528571,2.612143,2.516428,2.562143,2.224045,358709400
2004-09-11,2.562857,2.670000,2.484286,2.652857,2.302789,443423400
2004-09-18,2.634286,2.776428,2.629286,2.663571,2.312089,450058000
2004-09-25,2.639286,2.805000,2.630714,2.762143,2.397652,478657200
2004-10-02,2.798571,2.923571,2.742857,2.790000,2.421834,552981800
2004-10-09,2.771429,3.267857,2.689286,3.250000,2.821133,1436656200
2004-10-16,3.192857,3.453571,3.192857,3.386429,2.939559,953856400
2004-10-23,3.371428,3.800000,3.355000,3.742857,3.248953,963746000
2004-10-30,3.750000,4.007857,3.717143,3.908571,3.392800,1167471200
2004-11-06,3.876429,3.977857,3.812857,3.964286,3.441162,578590600
2004-11-13,3.942857,4.065000,3.872857,3.940714,3.420702,573332200
2004-11-20,4.414286,4.697143,4.135714,4.610714,4.002288,1355148200
2004-11-27,4.925000,4.969285,4.410714,4.477143,3.886343,1442070000
2004-12-04,4.589286,4.766428,4.432143,4.653572,4.039490,1128499400
2004-12-11,4.687143,4.821429,4.614286,4.642143,4.029569,779683800
2004-12-18,4.676429,4.714286,4.400000,4.572143,3.968807,761075000
2004-12-25,4.628572,4.653572,4.432143,4.600000,3.992987,561184400
2005-01-01,4.627143,4.973571,4.471428,4.946429,4.293701,1350560400
2005-01-08,4.987857,5.315714,4.521429,5.014286,4.352605,2798024600
2005-01-15,4.989286,5.114286,4.839286,5.035000,4.370585,896152600
2005-01-22,5.070000,5.284286,5.039286,5.284286,4.586975,962049200
2005-01-29,5.327143,5.707857,5.322143,5.631429,4.888310,1168690600
2005-02-05,5.637857,5.856429,5.475714,5.800714,5.035258,1225001400
2005-02-12,5.909286,6.491428,5.860714,6.200714,5.382474,1976163000
2005-02-19,6.164286,6.422143,6.092143,6.356429,5.517640,1249753400
2005-02-26,6.382857,6.448571,5.888571,6.115714,5.308689,936558000
2005-03-05,6.114286,6.178571,5.547143,5.752857,4.993715,1051122100
2005-03-12,5.788571,6.205714,5.645714,6.137143,5.327291,888469400
2005-03-19,6.184286,6.281428,6.002857,6.071429,5.270248,513767800
2005-03-26,6.107143,6.137143,5.795714,5.841429,5.070600,602286300
2005-04-02,5.855714,6.350000,5.737143,6.248571,5.424016,677004300
2005-04-09,6.307143,6.321429,5.040000,5.050000,4.383606,1913987600
2005-04-16,5.000000,5.391428,4.857143,5.071429,4.402208,1238168400
2005-04-23,5.212857,5.358572,5.031428,5.151429,4.471652,854398300
2005-04-30,5.172857,5.332857,5.145714,5.320000,4.617978,531112400
2005-05-07,5.325714,5.350000,4.730000,4.967143,4.311685,1127723800
2005-05-14,4.937143,5.382857,4.932857,5.364286,4.656419,736293600
2005-05-21,5.407143,5.848571,5.407143,5.794286,5.029676,718392500
2005-05-28,5.808571,5.822857,5.395714,5.462857,4.741983,547215200
2005-06-04,5.475714,5.518571,5.074286,5.115714,4.440647,757606500
2005-06-11,5.127143,5.505714,5.107143,5.472857,4.750663,622690600
2005-06-18,5.407143,5.682857,5.340000,5.394286,4.682460,551033000
2005-06-25,5.262857,5.442857,5.160000,5.214286,4.526213,516805100
2005-07-02,5.221428,5.468572,5.214286,5.464286,4.743222,380838500
2005-07-09,5.481429,6.001429,5.397143,5.935714,5.152442,1061101300
2005-07-16,5.915714,6.291429,5.867143,6.285714,5.456257,604031400
2005-07-23,6.284286,6.340000,6.037143,6.092857,5.288849,415090200
2005-07-30,6.081429,6.214286,6.002857,6.141428,5.331010,345170700
2005-08-06,6.142857,6.602857,6.087143,6.585714,5.716669,526547000
2005-08-13,6.640000,6.904286,6.535714,6.547143,5.683188,735800800
2005-08-20,6.592857,6.731429,6.465714,6.534286,5.672027,448179900
2005-08-27,6.467143,6.738572,6.465714,6.602857,5.731551,439189800
2005-09-03,6.671429,7.335714,6.650000,7.330000,6.362739,774993800
2005-09-10,7.300000,7.375714,7.047143,7.315714,6.350339,606566800
2005-09-17,7.292857,7.687143,7.292857,7.600000,6.597110,765123100
2005-09-24,7.718572,7.794286,7.227143,7.658571,6.647953,795572400
2005-10-01,7.737143,7.907143,7.221428,7.328571,6.361499,773300500
2005-10-08,7.394286,7.764286,6.838572,7.714286,6.696314,1833001100
2005-10-15,7.711429,8.140000,7.315714,7.951428,6.902164,1097398400
2005-10-22,7.892857,8.222857,7.738572,7.781428,6.754598,721950600
2005-10-29,7.885714,8.902857,7.821429,8.735714,7.582957,1077502300
2005-11-05,8.692857,8.872857,8.430000,8.791429,7.631320,689080000
2005-11-12,8.791429,9.411428,8.701428,9.222857,8.005818,723114000
2005-11-19,9.260000,9.934286,9.102858,9.905714,8.598564,483214900
2005-11-26,10.102858,10.391429,9.621428,10.375714,9.006543,1053570700
2005-12-03,10.278571,10.690000,10.212857,10.618571,9.217356,866511800
2005-12-10,10.695714,10.780000,10.038571,10.158571,8.818055,925465100
2005-12-17,10.158571,10.641429,10.148571,10.478572,9.095829,521152100
2005-12-24,10.571428,10.740000,10.048572,10.270000,8.914781,525748300
2005-12-31,10.340000,10.957143,10.321428,10.900000,9.461646,645179500
2006-01-07,10.961429,12.342857,10.820000,12.227143,10.613660,1626454900
2006-01-14,12.242857,12.340000,10.832857,10.870000,9.435602,1216716900
2006-01-21,10.871428,11.365714,10.157143,10.290000,8.932141,1403255700
2006-01-28,10.167143,10.942857,10.124286,10.264286,8.909818,1058143800
2006-02-04,10.288571,10.358571,8.985714,9.615714,8.346832,1725988600
2006-02-11,9.518572,10.144286,9.234285,10.041429,8.716369,1182095600
2006-02-18,10.084286,10.428572,9.714286,10.208571,8.861458,787376800
2006-02-25,10.284286,10.342857,9.647142,9.674286,8.397674,1046245200
2006-03-04,9.670000,9.674286,8.921429,9.027143,7.835929,1070310500
2006-03-11,9.292857,9.720000,9.158571,9.237143,8.018217,989221100
2006-03-18,9.317142,9.351429,8.432858,8.565714,7.435388,1449127400
2006-03-25,8.621428,9.087143,8.238571,8.960000,7.777645,1757809200
2006-04-01,9.095715,10.292857,8.721429,9.970000,8.654366,2047532900
2006-04-08,10.041429,10.132857,9.401428,9.495714,8.242667,829350900
2006-04-15,9.501429,10.000000,9.192857,9.577143,8.313352,1264696300
2006-04-22,9.550000,10.185715,9.357142,10.055715,8.728772,888240500
2006-04-29,10.110000,10.412857,9.880000,10.270000,8.914781,908341700
2006-05-06,10.427143,10.542857,9.551429,9.671429,8.395197,760217500
2006-05-13,9.624286,9.768572,8.974286,9.215714,7.999616,966105000
2006-05-20,9.124286,9.312857,8.794286,9.078571,7.880571,806435700
2006-05-27,9.041429,9.042857,8.384286,8.808572,7.646201,868168700
2006-06-03,8.735714,8.794286,8.164286,8.462857,7.346106,1063912500
2006-06-10,8.485714,8.534286,8.098572,8.222857,7.137776,1176262500
2006-06-17,8.261429,8.595715,8.142858,8.404285,7.295263,966670600
2006-06-24,8.452857,8.460000,7.915714,8.181429,7.101815,870236500
2006-07-01,8.217143,8.311429,7.810000,7.914286,6.869923,536395300
2006-07-08,7.957143,8.070000,7.165714,7.238572,6.283375,1131160100
2006-07-15,7.390000,8.798572,7.378572,8.674286,7.529634,1569943200
2006-07-22,8.751429,9.382857,8.632857,9.370000,8.133542,909226500
2006-07-29,9.547143,10.000000,9.280000,9.757143,8.469600,1212321600
2006-08-05,9.674286,9.942857,8.940000,9.092857,7.892971,1168626200
2006-08-12,9.150000,9.808572,9.085714,9.701428,8.421236,869439900
2006-08-19,9.614285,9.864285,9.450000,9.821428,8.525402,709650900
2006-08-26,9.785714,9.807143,9.302857,9.768572,8.479520,837207000
2006-09-02,9.852858,10.510000,9.792857,10.360000,8.992901,1037610000
2006-09-09,10.347143,10.711429,10.202857,10.585714,9.188834,1390883200
2006-09-16,10.542857,10.865714,10.368571,10.428572,9.052425,924338800
2006-09-23,10.544286,11.111428,10.531428,10.997143,9.545972,975433900
2006-09-30,10.728572,10.880000,10.451428,10.602858,9.203714,870818200
2006-10-07,10.542857,10.982857,10.371428,10.717143,9.302917,704679500
2006-10-14,10.741428,11.427143,10.558572,11.421429,9.914266,1068979100
2006-10-21,11.427143,11.800000,11.392858,11.487143,9.971312,702164400
2006-10-28,11.427143,11.668571,11.112857,11.184286,9.708418,627489100
2006-11-04,11.278571,12.098572,11.204286,11.874286,10.307364,737086000
2006-11-11,11.888572,12.328571,11.805715,12.264286,10.645900,713829200
2006-11-18,12.200000,13.297143,12.171429,13.090000,11.362655,596019900
2006-11-25,13.215714,13.308572,12.785714,13.045714,11.324213,1233414700
2006-12-02,13.125714,13.190000,12.414286,12.608571,10.944755,949916100
2006-12-09,12.700000,12.857142,12.218572,12.531428,10.877792,988930600
2006-12-16,12.518572,12.571428,11.657143,11.742857,10.193280,929394200
2006-12-23,11.735714,12.200000,10.967143,12.120000,10.520654,1155687400
2006-12-30,12.327143,12.368571,11.700000,12.150000,10.546695,730080400
2007-01-06,12.280000,13.971429,12.164286,13.517143,11.733431,2463057100
2007-01-13,13.668571,13.942857,12.588572,12.642858,10.974520,1654853900
2007-01-20,12.734285,12.737143,12.141429,12.197143,10.587619,1370527900
2007-01-27,12.328571,12.378572,11.957143,12.107142,10.509496,905394000
2007-02-03,12.042857,12.358571,11.837143,11.895715,10.325966,1012410700
2007-02-10,12.061429,12.234285,11.947143,12.118571,10.519417,644142100
2007-02-17,12.092857,12.972857,12.022857,12.724286,11.045200,782283600
2007-02-24,12.834286,12.857142,11.857142,12.201428,10.591339,1239166600
2007-03-03,12.270000,12.710000,12.251429,12.567142,10.908791,787804500
2007-03-10,12.581429,12.942857,12.560000,12.798572,11.109683,881272000
2007-03-17,12.891429,13.480000,12.798572,13.360000,11.597027,725287500
2007-03-24,13.427143,13.832857,13.175714,13.272857,11.521381,1016414700
2007-03-31,13.448571,13.604285,13.288571,13.525714,11.740873,479556700
2007-04-07,13.601429,13.614285,12.865714,12.891429,11.190287,672861000
2007-04-14,12.938571,13.185715,12.800000,12.995714,11.280811,693422800
2007-04-21,13.084286,14.642858,13.042857,14.274285,12.390664,1364967100
2007-04-28,14.298572,14.514286,14.078571,14.401428,12.501029,653060800
2007-05-05,14.440000,15.590000,14.430000,15.534286,13.484395,1053566500
2007-05-12,15.660000,15.805715,14.774285,15.717143,13.643124,1022466200
